,casename,whole tumor,tumor core,enhancing tumor
106,BRATS_03864,0.7831,0.7868,0.0
107,BRATS_03866,0.8942,0.8678,0.9156
108,BRATS_03867,0.9323,0.8847,0.9417
109,BRATS_03873,0.9771,0.9353,0.9435
110,BRATS_03882,0.9738,0.9307,0.9592
111,BRATS_04035,0.7786,0.7846,0.8136
112,BRATS_04037,0.8327,0.8327,0.878
113,BRATS_04039,0.9231,0.9231,0.9286
114,BRATS_04041,0.9595,0.9615,0.9647
115,BRATS_04045,0.9289,0.9152,0.8713
116,BRATS_04206,0.9648,0.9639,0.7857
117,BRATS_04209,0.9501,0.951,
118,BRATS_04211,0.9546,0.9556,
119,BRATS_04370,0.7627,0.7621,0.0
120,BRATS_04371,0.8097,0.8105,0.0769
121,BRATS_04372,0.9217,0.9155,0.9286
122,BRATS_04377,0.9426,0.9252,0.9618
123,BRATS_04537,,,
124,BRATS_04538,,,
125,BRATS_04540,,,
126,BRATS_04543,,,
127,BRATS_04547,,,
128,BRATS_04554,,,
129,BRATS_04709,0.7297,0.7297,
130,BRATS_04712,0.7592,0.7564,0.0
131,BRATS_04722,0.9433,0.8688,0.8377
132,BRATS_04723,0.9329,0.8374,0.8098
133,BRATS_04872,,,
134,BRATS_04880,0.4444,0.4444,
135,BRATS_04882,0.7679,0.7679,
136,BRATS_04883,0.764,0.764,
137,BRATS_04885,0.8656,0.8656,
138,BRATS_04887,0.9323,0.9323,0.5
139,BRATS_05043,0.958,0.8849,0.9586
140,BRATS_05044,0.9551,0.8846,0.9499
141,BRATS_05053,0.9619,0.8597,0.9238
142,BRATS_05055,0.9563,0.9055,0.9317
143,BRATS_05210,0.9608,0.9108,0.9152
144,BRATS_05212,0.9596,0.9146,0.918
145,BRATS_05225,0.9037,0.8996,
146,BRATS_05377,0.0,0.0,
147,BRATS_05384,0.9184,0.9184,
148,BRATS_05386,0.9172,0.9172,
149,BRATS_05387,0.9023,0.9023,
150,BRATS_05390,0.9466,0.9461,
151,BRATS_05391,0.9534,0.9534,
152,BRATS_05392,0.9583,0.9583,
153,BRATS_05546,0.9423,0.9028,0.7763
154,BRATS_05548,0.9594,0.9137,0.9112
155,BRATS_05556,0.9702,0.923,0.9352
156,BRATS_05558,0.9702,0.9266,0.9391
157,BRATS_05718,0.9588,0.937,0.9482
158,BRATS_05721,0.9618,0.9477,0.9478
159,BRATS_05724,0.9723,0.9514,0.9125
160,BRATS_05885,,,
161,BRATS_05889,0.2571,0.2571,
162,BRATS_05890,0.5734,0.5775,
163,BRATS_05896,0.9529,0.9514,0.9123
164,BRATS_05897,0.9389,0.9388,0.9038
165,BRATS_06048,0.9427,0.9215,0.9638
166,BRATS_06051,0.9657,0.9551,0.9603
167,BRATS_06056,0.8928,0.8917,0.9677
